ProductID,p_Name,shop_name,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacitysource,capacity
12143194002,松下  (Panasonic) 大5匹 定频 立式空调 柜机 商用 HA4508FWY冷暖380V电压,松下电器专卖店,11999.0,8868.0,10,100,10,0,0,制冷效果好 声音小,松下 松下  (Panasonic) 大5匹 定频 立式空调 柜机 商用 HA4508FWY冷暖380V电压 12143194002 松下电器专卖店 95.0kg 中国大陆 定频 冷暖空调 合资空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,松下,定频,松下  (Panasonic) 大5匹 定频 立式空调 柜机 商用 HA4508FWY冷暖380V电压,,5匹及以上
16292857066,松下（Panasonic） 大马力大5匹定频冷暖立柜式节能静音商用空调柜机 白色 CS-HA4508FWY,松下三景专卖店,12399.0,9998.0,1,100,1,0,0,,松下（Panasonic） 松下（Panasonic） 大马力大5匹定频冷暖立柜式节能静音商用空调柜机 白色 CS-HA4508FWY 16292857066 松下三景专卖店 59.0kg 定频 冷暖空调 高能效空调，静音空调，合资空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,松下,定频,松下（Panasonic） 大马力大5匹定频冷暖立柜式节能静音商用空调柜机 白色 CS-HA4508FWY,,5匹及以上
13969344342,Panasonic 松下新尊铂 大2匹/大3匹变频冷暖立柜式空调一级能效2017年新款 大3匹 VH27FL1N,诚信达民电器专营店,20198.0,16498.0,0,100,0,0,0,,Panasonic Panasonic 松下新尊铂 大2匹/大3匹变频冷暖立柜式空调一级能效2017年新款 大3匹 VH27FL1N 13969344342 诚信达民电器专营店 40.0kg 变频 冷暖空调 变频空调 其他 3匹 一级能效 30-40㎡ 立柜式空调,松下,变频,Panasonic 松下新尊铂 大2匹/大3匹变频冷暖立柜式空调一级能效2017年新款 大3匹 VH27FL1N,,3匹
10579280144,Panasonic 松下 尊睿E27FK1 大3P变频冷暖空调KFR-72LW/BpK1,诚信达民电器专营店,8899.0,7598.0,2,100,2,0,0,,Panasonic Panasonic 松下 尊睿E27FK1 大3P变频冷暖空调KFR-72LW/BpK1 10579280144 诚信达民电器专营店 39.0kg 中国大陆 E27FK1 变频 冷暖空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,松下,变频,Panasonic 松下 尊睿E27FK1 大3P变频冷暖空调KFR-72LW/BpK1,,3匹
16292696439,松下（Panasonic） 大5匹 定频单冷时尚款立式空调柜机 商用空调 白色 CS-HC4518FWY,松下三景专卖店,12099.0,9898.0,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 大5匹 定频单冷时尚款立式空调柜机 商用空调 白色 CS-HC4518FWY 16292696439 松下三景专卖店 59.0kg 定频 单冷空调 高能效空调，静音空调，合资空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,松下,定频,松下（Panasonic） 大5匹 定频单冷时尚款立式空调柜机 商用空调 白色 CS-HC4518FWY,,5匹及以上
11804421341,松下（Panasonic） 松下大3匹全直流变频 尊睿立柜式冷暖空调 E27FK1 白色 3匹,松下空调启沃专卖店,8748.0,7598.0,3,100,3,0,0,,松下（Panasonic） 松下（Panasonic） 松下大3匹全直流变频 尊睿立柜式冷暖空调 E27FK1 白色 3匹 11804421341 松下空调启沃专卖店 84.0kg 中国大陆 E27FK1 变频 冷暖空调 变频空调，静音空调，合资空调 白色 3匹 三级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） 松下大3匹全直流变频 尊睿立柜式冷暖空调 E27FK1 白色 3匹,,3匹
13421252796,东洋（TOYO） 2匹3匹冷暖圆柱定速变频空调柜机 KFRD-51LW/TYZ-3 3匹冷暖柜机变频,安然专营店,7999.0,6299.0,1,100,1,0,0,,东洋（TOYO） 东洋（TOYO） 2匹3匹冷暖圆柱定速变频空调柜机 KFRD-51LW/TYZ-3 3匹冷暖柜机变频 13421252796 安然专营店 44.0kg 定频 冷暖空调 静音空调 白色有花纹 2匹 三级能效 30-40㎡ 立柜式空调,东洋,定频,东洋（TOYO） 2匹3匹冷暖圆柱定速变频空调柜机 KFRD-51LW/TYZ-3 3匹冷暖柜机变频,,2匹
13422564641,东洋（TOYO）3匹冷暖定速空调立式柜机KFRD-72LW/TY03-3/TY01-3 5P 柜机空调,安然专营店,7899.0,6999.0,1,100,1,0,0,,东洋（TOYO） 东洋（TOYO）3匹冷暖定速空调立式柜机KFRD-72LW/TY03-3/TY01-3 5P 柜机空调 13422564641 安然专营店 33.0kg 定频 冷暖空调 静音空调 白色有花纹 2匹 三级能效 40㎡以上 立柜式空调,东洋,定频,东洋（TOYO）3匹冷暖定速空调立式柜机KFRD-72LW/TY03-3/TY01-3 5P 柜机空调,,2匹
10466894611,松下（Panasonic） JE18FL1N变频冷暖2匹KFR-52LW/BpJL1N,松下空调专卖店,13888.0,9998.0,20,96,20,0,1,机器漂亮 空调质量好 制冷速度快 外机噪音小 制冷制热快 声音小 制冷比较快,松下（Panasonic） 松下（Panasonic） JE18FL1N变频冷暖2匹KFR-52LW/BpJL1N 10466894611 松下空调专卖店 21.0kg 变频 冷暖空调 变频空调，静音空调，合资空调 其他 2匹 二级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） JE18FL1N变频冷暖2匹KFR-52LW/BpJL1N,,2匹
10579712050,Panasonic 松下 大2匹 E18FK1冷暖变频空调柜机KFR-52LWBpK1,诚信达民电器专营店,8298.0,6848.0,1,100,1,0,0,,Panasonic Panasonic 松下 大2匹 E18FK1冷暖变频空调柜机KFR-52LWBpK1 10579712050 诚信达民电器专营店 39.0kg 中国大陆  E18FK1 变频 冷暖空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,松下,变频,Panasonic 松下 大2匹 E18FK1冷暖变频空调柜机KFR-52LWBpK1,,
11253262531,松下（Panasonic）尊铂 变频冷暖立式家用智能空调柜机一级能效 金色 空调大3匹 VH27FL1N/LVH27FL1N,松下金龙专卖店,18000.0,15698.0,4,100,4,0,0,机器漂亮 服务很好,松下（panasonic） 松下（Panasonic）尊铂 变频冷暖立式家用智能空调柜机一级能效 金色 空调大3匹 VH27FL1N/LVH27FL1N 11253262531 松下金龙专卖店 45.0kg 中国大陆 VH18FL1N/LVH18FL1N 变频 冷暖空调 高能效空调 金色 2匹 一级能效 30-40㎡ 立柜式空调,松下,变频,松下（Panasonic）尊铂 变频冷暖立式家用智能空调柜机一级能效 金色 空调大3匹 VH27FL1N/LVH27FL1N,,2匹
19151168080,松下（panasonic） 家用变频冷暖立式空调柜机 尊睿KFR-72LW/BpK1 大3匹,松下金龙专卖店,8048.0,7598.0,100,100,100,0,0,,松下（panasonic） 松下（panasonic） 家用变频冷暖立式空调柜机 尊睿KFR-72LW/BpK1 大3匹 19151168080 松下金龙专卖店 39.0kg 中国大陆 KFR-72LW/BpK1 变频 冷暖空调 变频空调，静音空调，合资空调 白色 3匹 三级能效 20-30㎡ 立柜式空调,松下,变频,松下（panasonic） 家用变频冷暖立式空调柜机 尊睿KFR-72LW/BpK1 大3匹,,3匹
16291114353,松下（Panasonic） 尊睿系列家用全直流变频立柜式冷暖环保节能静音空调柜机 大2匹 E18FK1 大2匹 E18FK1,松下三景专卖店,7698.0,6848.0,30,100,30,0,0,,松下（Panasonic） 松下（Panasonic） 尊睿系列家用全直流变频立柜式冷暖环保节能静音空调柜机 大2匹 E18FK1 大2匹 E18FK1 16291114353 松下三景专卖店 38.0kg 变频 冷暖空调 变频空调，静音空调，合资空调，全直流变频 白色 2匹 三级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） 尊睿系列家用全直流变频立柜式冷暖环保节能静音空调柜机 大2匹 E18FK1 大2匹 E18FK1,,2匹
11253219424,松下（panasonic） 尊睿 变频冷暖家用立式空调柜机 白色 空调大2匹  E18FK1,松下金龙专卖店,10000.0,6848.0,30,97,30,1,0,,松下（panasonic） 松下（panasonic） 尊睿 变频冷暖家用立式空调柜机 白色 空调大2匹  E18FK1 11253219424 松下金龙专卖店 34.0kg 中国大陆 E18FK1 变频 冷暖空调 变频空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,松下,变频,松下（panasonic） 尊睿 变频冷暖家用立式空调柜机 白色 空调大2匹  E18FK1,,2匹
18366709501,松下（Panasonic） 直流变频冷暖静音空调柜机 尊睿系列 大2匹 白色 KFR-52LW/BpK1,松下三景专卖店,7998.0,6848.0,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 直流变频冷暖静音空调柜机 尊睿系列 大2匹 白色 KFR-52LW/BpK1 18366709501 松下三景专卖店 38.0kg 变频 冷暖空调 智能空调，静音空调，合资空调，全直流变频 白色 2匹 三级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） 直流变频冷暖静音空调柜机 尊睿系列 大2匹 白色 KFR-52LW/BpK1,,2匹
10469541663,松下（Panasonic） VH18FL1N大2匹全直流变频冷暖空调柜机 一级能效,松下空调专卖店,17998.0,14098.0,8,100,8,0,0,外机噪音小 声音小,松下（Panasonic） 松下（Panasonic） VH18FL1N大2匹全直流变频冷暖空调柜机 一级能效 10469541663 松下空调专卖店 50.0kg 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频 其他 2匹 一级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） VH18FL1N大2匹全直流变频冷暖空调柜机 一级能效,,2匹
12143194002,松下  (Panasonic) 大5匹 定频 立式空调 柜机 商用 HA4508FWY冷暖380V电压,松下电器专卖店,11999.0,8868.0,10,100,10,0,0,制冷效果好 声音小,松下 松下  (Panasonic) 大5匹 定频 立式空调 柜机 商用 HA4508FWY冷暖380V电压 12143194002 松下电器专卖店 95.0kg 中国大陆 定频 冷暖空调 合资空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,松下,定频,松下  (Panasonic) 大5匹 定频 立式空调 柜机 商用 HA4508FWY冷暖380V电压,,5匹及以上
16292857066,松下（Panasonic） 大马力大5匹定频冷暖立柜式节能静音商用空调柜机 白色 CS-HA4508FWY,松下三景专卖店,12399.0,9998.0,1,100,1,0,0,,松下（Panasonic） 松下（Panasonic） 大马力大5匹定频冷暖立柜式节能静音商用空调柜机 白色 CS-HA4508FWY 16292857066 松下三景专卖店 59.0kg 定频 冷暖空调 高能效空调，静音空调，合资空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,松下,定频,松下（Panasonic） 大马力大5匹定频冷暖立柜式节能静音商用空调柜机 白色 CS-HA4508FWY,,5匹及以上
13969344342,Panasonic 松下新尊铂 大2匹/大3匹变频冷暖立柜式空调一级能效2017年新款 大3匹 VH27FL1N,诚信达民电器专营店,20198.0,16498.0,0,100,0,0,0,,Panasonic Panasonic 松下新尊铂 大2匹/大3匹变频冷暖立柜式空调一级能效2017年新款 大3匹 VH27FL1N 13969344342 诚信达民电器专营店 40.0kg 变频 冷暖空调 变频空调 其他 3匹 一级能效 30-40㎡ 立柜式空调,松下,变频,Panasonic 松下新尊铂 大2匹/大3匹变频冷暖立柜式空调一级能效2017年新款 大3匹 VH27FL1N,,3匹
10579280144,Panasonic 松下 尊睿E27FK1 大3P变频冷暖空调KFR-72LW/BpK1,诚信达民电器专营店,8899.0,7598.0,2,100,2,0,0,,Panasonic Panasonic 松下 尊睿E27FK1 大3P变频冷暖空调KFR-72LW/BpK1 10579280144 诚信达民电器专营店 39.0kg 中国大陆 E27FK1 变频 冷暖空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,松下,变频,Panasonic 松下 尊睿E27FK1 大3P变频冷暖空调KFR-72LW/BpK1,,3匹
16292696439,松下（Panasonic） 大5匹 定频单冷时尚款立式空调柜机 商用空调 白色 CS-HC4518FWY,松下三景专卖店,12099.0,9898.0,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 大5匹 定频单冷时尚款立式空调柜机 商用空调 白色 CS-HC4518FWY 16292696439 松下三景专卖店 59.0kg 定频 单冷空调 高能效空调，静音空调，合资空调 白色 5匹及以上 三级能效 40㎡以上 立柜式空调,松下,定频,松下（Panasonic） 大5匹 定频单冷时尚款立式空调柜机 商用空调 白色 CS-HC4518FWY,,5匹及以上
11804421341,松下（Panasonic） 松下大3匹全直流变频 尊睿立柜式冷暖空调 E27FK1 白色 3匹,松下空调启沃专卖店,8748.0,7598.0,3,100,3,0,0,,松下（Panasonic） 松下（Panasonic） 松下大3匹全直流变频 尊睿立柜式冷暖空调 E27FK1 白色 3匹 11804421341 松下空调启沃专卖店 84.0kg 中国大陆 E27FK1 变频 冷暖空调 变频空调，静音空调，合资空调 白色 3匹 三级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） 松下大3匹全直流变频 尊睿立柜式冷暖空调 E27FK1 白色 3匹,,3匹
12778800774,松下（Panasonic） 尊铂旗舰柜机直流变频冷暖立柜式空调 大2匹 一级能耗 香槟金 大2匹 VH18FL1,松下三景专卖店,15798.0,14098.0,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 尊铂旗舰柜机直流变频冷暖立柜式空调 大2匹 一级能耗 香槟金 大2匹 VH18FL1 12778800774 松下三景专卖店 39.0kg 变频 冷暖空调 智能空调，静音空调，合资空调，全直流变频 金色 2匹 一级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） 尊铂旗舰柜机直流变频冷暖立柜式空调 大2匹 一级能耗 香槟金 大2匹 VH18FL1,,2匹
11803998962,松下（Panasonic） 松下大2匹 全直流变频 尊睿立柜式冷暖空调 E18FK1白色 2匹,松下空调启沃专卖店,8199.0,6848.0,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 松下大2匹 全直流变频 尊睿立柜式冷暖空调 E18FK1白色 2匹 11803998962 松下空调启沃专卖店 75.0kg 中国大陆 E18FK1 变频 冷暖空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） 松下大2匹 全直流变频 尊睿立柜式冷暖空调 E18FK1白色 2匹,,2匹
12966731976,松下（Panasonic）KFR-52LW/BpK1大2匹直流变频冷暖小户型立式空调柜机 大2匹（E18FK1）,松下涌申专卖店,8298.0,6848.0,0,100,0,0,0,,松下（panasonic） 松下（Panasonic）KFR-52LW/BpK1大2匹直流变频冷暖小户型立式空调柜机 大2匹（E18FK1） 12966731976 松下涌申专卖店 69.0kg 变频 冷暖空调 白色 2匹 三级能效 30-40㎡ 立柜式空调,松下,变频,松下（Panasonic）KFR-52LW/BpK1大2匹直流变频冷暖小户型立式空调柜机 大2匹（E18FK1）,,2匹
12944791944,松下（Panasonic）大3匹变频立式小户型空调立式冷暖柜机KFR-72LW/BpK1 象牙白,松下涌申专卖店,16298.0,7598.0,2,100,2,0,0,声音小,松下（panasonic） 松下（Panasonic）大3匹变频立式小户型空调立式冷暖柜机KFR-72LW/BpK1 象牙白 12944791944 松下涌申专卖店 84.0kg 变频 冷暖空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,松下,变频,松下（Panasonic）大3匹变频立式小户型空调立式冷暖柜机KFR-72LW/BpK1 象牙白,,3匹
13831476303,松下 （Panasonic）二级能效 纳米离子净化 变频冷暖 立式空调柜机 家用 大2匹 JE18FL1N/LJE18FL1N 日光金,松下电器专卖店,13998.0,9998.0,8,100,8,0,0,外机噪音小 送货快 制冷制热快,松下 松下 （Panasonic）二级能效 纳米离子净化 变频冷暖 立式空调柜机 家用 大2匹 JE18FL1N/LJE18FL1N 日光金 13831476303 松下电器专卖店 76.0kg 中国大陆 变频 冷暖空调 金色 3匹 二级能效 30-40㎡ 立柜式空调,松下,变频,松下 （Panasonic）二级能效 纳米离子净化 变频冷暖 立式空调柜机 家用 大2匹 JE18FL1N/LJE18FL1N 日光金,,3匹
13018931824,松下（Panasonic）尊逸新款全直流家用冷暖变频立式空调柜机双离子净化 二级能效 大3匹JE27FL1N/LJE27FL1N,松下金龙专卖店,13398.0,11498.0,3,100,3,0,0,,松下（panasonic） 松下（Panasonic）尊逸新款全直流家用冷暖变频立式空调柜机双离子净化 二级能效 大3匹JE27FL1N/LJE27FL1N 13018931824 松下金龙专卖店 70.0kg 中国大陆 JE18FL1N/LJE18FL1N 变频 冷暖空调 智能空调 金色 2匹 二级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic）尊逸新款全直流家用冷暖变频立式空调柜机双离子净化 二级能效 大3匹JE27FL1N/LJE27FL1N,,2匹
13233424144,松下（panasonic）尊铂 冷暖变频立柜式空调柜机VE18FJ1N大2匹 2级能效,松下金龙专卖店,13998.0,12398.0,2,100,2,0,0,制冷比较快 送货快 服务很好 外机噪音小 空调质量好,松下（panasonic） 松下（panasonic）尊铂 冷暖变频立柜式空调柜机VE18FJ1N大2匹 2级能效 13233424144 松下金龙专卖店 67.0kg 中国大陆 VE18FJ1N 变频 冷暖空调 高能效空调 金色 2匹 二级能效 20-30㎡ 立柜式空调,松下,变频,松下（panasonic）尊铂 冷暖变频立柜式空调柜机VE18FJ1N大2匹 2级能效,,2匹
12556636843,Panasonic 松下大3匹/大2匹 变频冷暖立柜式空调 2017年新款尊逸系列 大2匹 JE18FL1N/LJE18FL1N,诚信达民电器专营店,12999.0,9998.0,0,100,0,0,0,,Panasonic Panasonic 松下大3匹/大2匹 变频冷暖立柜式空调 2017年新款尊逸系列 大2匹 JE18FL1N/LJE18FL1N 12556636843 诚信达民电器专营店 21.0kg 中国大陆 定频 冷暖空调 变频空调 其他 3匹 二级能效 30-40㎡ 立柜式空调,松下,定频,Panasonic 松下大3匹/大2匹 变频冷暖立柜式空调 2017年新款尊逸系列 大2匹 JE18FL1N/LJE18FL1N,,3匹
12837090253,松下（Panasonic） 变频冷暖蓄热旗舰型家用柜机 一级能效 大3匹 VH27FL1N 香槟金 大3匹 VH27L1N,松下三景专卖店,16998.0,15898.0,3,100,3,0,0,外机噪音小 制冷速度快 空调质量好,松下（Panasonic） 松下（Panasonic） 变频冷暖蓄热旗舰型家用柜机 一级能效 大3匹 VH27FL1N 香槟金 大3匹 VH27L1N 12837090253 松下三景专卖店 40.0kg VHL1N 变频 冷暖空调 智能空调，静音空调，合资空调，全直流变频 金色 3匹 一级能效 40㎡以上 立柜式空调,松下,变频,松下（Panasonic） 变频冷暖蓄热旗舰型家用柜机 一级能效 大3匹 VH27FL1N 香槟金 大3匹 VH27L1N,,3匹
12236705076,松下（Panasonic） 2017年新款变频冷暖立式空调柜机 二级能效 JE18FL1N/LJE18FL1N 大2匹,松下空调专卖店,14998.0,9998.0,30,100,30,0,0,,松下（Panasonic） 松下（Panasonic） 2017年新款变频冷暖立式空调柜机 二级能效 JE18FL1N/LJE18FL1N 大2匹 12236705076 松下空调专卖店 21.0kg 变频 冷暖空调 变频空调，静音空调，合资空调 其他 3匹 二级能效 30-40㎡ 立柜式空调,松下,变频,松下（Panasonic） 2017年新款变频冷暖立式空调柜机 二级能效 JE18FL1N/LJE18FL1N 大2匹,,3匹
16291608772,松下（Panasonic） 尊睿系列 家用全直流变频立柜式冷暖环保节能静音空调柜机 白色 大3匹 E27FK1,松下三景专卖店,8948.0,7598.0,6,100,6,0,0,,松下（Panasonic） 松下（Panasonic） 尊睿系列 家用全直流变频立柜式冷暖环保节能静音空调柜机 白色 大3匹 E27FK1 16291608772 松下三景专卖店 39.0kg 变频 冷暖空调 静音空调，合资空调，全直流变频 白色 3匹 三级能效 30-40㎡ 立柜式空调,松下,变频,松下（Panasonic） 尊睿系列 家用全直流变频立柜式冷暖环保节能静音空调柜机 白色 大3匹 E27FK1,,3匹
11264337469,松下（Panasonic）尊逸全直流家用冷暖变频立式空调柜机双离子净化 二级能效 日光金 空调大3匹 JE27FL1N/LJE27FL1N,松下金龙专卖店,13398.0,11498.0,20,100,20,0,0,,松下（panasonic） 松下（Panasonic）尊逸全直流家用冷暖变频立式空调柜机双离子净化 二级能效 日光金 空调大3匹 JE27FL1N/LJE27FL1N 11264337469 松下金龙专卖店 70.0kg 中国大陆 JE18FL1N/LJE18FL1N 变频 冷暖空调 变频空调 金色 2匹 二级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic）尊逸全直流家用冷暖变频立式空调柜机双离子净化 二级能效 日光金 空调大3匹 JE27FL1N/LJE27FL1N,,2匹
12143641518,松下 （Panasonic）变频冷暖 立柜式空调 柜机家用 大3匹（ KFR-72LW/BpLK1）,松下电器专卖店,8698.0,7598.0,100,98,100,0,2,安装速度 机器漂亮 变频省电 空调质量好 制冷制热快 制冷效果好 服务很好 制冷比较快 外机噪音小 声音小,松下 松下 （Panasonic）变频冷暖 立柜式空调 柜机家用 大3匹（ KFR-72LW/BpLK1） 12143641518 松下电器专卖店 78.0kg 中国大陆 变频 冷暖空调 白色 3匹 三级能效 40㎡以上 立柜式空调,松下,变频,松下 （Panasonic）变频冷暖 立柜式空调 柜机家用 大3匹（ KFR-72LW/BpLK1）,,3匹
10466689755,松下（Panasonic） E18FK1大2匹变频冷暖空调柜机KFR-52LW/BpK1,松下空调专卖店,7999.0,6848.0,100,96,100,1,3,服务很好 机器漂亮 空调质量好 制冷效果好 送货快 制冷速度快 声音小 外机噪音小 制冷制热快 制热效果好,松下（Panasonic） 松下（Panasonic） E18FK1大2匹变频冷暖空调柜机KFR-52LW/BpK1 10466689755 松下空调专卖店 38.0kg 变频 冷暖空调 变频空调，静音空调，合资空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） E18FK1大2匹变频冷暖空调柜机KFR-52LW/BpK1,,2匹
10503876940,松下（Panasonic） 大3匹变频冷暖立式空调柜机KFR-72LW/BpLK1,松下空调专卖店,9499.0,7598.0,100,99,100,1,0,服务很好 安装速度 机器漂亮 送货快 声音小 制冷效果好 空调质量好 制热效果好 制冷比较快 制冷速度快,松下（Panasonic） 松下（Panasonic）KFR-72LW/BpLK 10503876940 松下空调专卖店 39.0kg 变频 冷暖空调 变频空调，静音空调，合资空调 其他 3匹 三级能效 30-40㎡ 立柜式空调,松下,变频,松下（Panasonic）KFR-72LW/BpLK,,3匹
10683514067,松下（Panasonic） HA4508FWY 大5匹定频冷暖立式空调柜机 商用空调 HA4508FWY冷暖380V电压,松下空调专卖店,17999.0,8868.0,40,93,30,0,3,制冷效果好 制冷比较快 声音小 制冷速度快 制热效果好 安装速度 送货快 空调质量好 服务很好 外机噪音小,松下（Panasonic） 松下（Panasonic） HA4508FWY 大5匹定频冷暖立式空调柜机 商用空调 HA4508FWY冷暖380V电压 10683514067 松下空调专卖店 71.0kg 定频 冷暖空调 合资空调 其他 5匹及以上 三级能效 40㎡以上 立柜式空调,松下,定频,松下（Panasonic） HA4508FWY 大5匹定频冷暖立式空调柜机 商用空调 HA4508FWY冷暖380V电压,,5匹及以上
14648827143,红麒 【配送入户】 大2p匹冷暖定频远距离送风定频冷暖除湿静音柜机空调 【包安装】2匹冷暖柜机,红麒旗舰店,4399.0,3096.0,0,100,0,0,0,,红麒 红麒 【配送入户】 大2p匹冷暖定频远距离送风定频冷暖除湿静音柜机空调 【包安装】2匹冷暖柜机 14648827143 红麒旗舰店 85.0kg 中国大陆 红包安装KFRD-52LW/SXA 定频 冷暖空调 高能效空调 白色 2.5匹 三级能效 20-30㎡ 立柜式空调,红麒,定频,红麒 【配送入户】 大2p匹冷暖定频远距离送风定频冷暖除湿静音柜机空调 【包安装】2匹冷暖柜机,,
10474092116,松下（Panasonic） VH27FL1N大3匹全直流变频冷暖空调柜机 一级能效,松下空调专卖店,20999.0,15698.0,20,100,20,0,0,变频省电 制冷速度快 外机噪音小 制冷制热快 机器漂亮 空调质量好,松下（Panasonic） 松下（Panasonic）VE27FK1N 10474092116 松下空调专卖店 50.0kg 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频 其他 3匹 一级能效 30-40㎡ 立柜式空调,松下,变频,松下（Panasonic）VE27FK1N,,3匹
18735801046,松下（Panasonic） 家用蓄热除霜旗舰柜机冷暖智启立柜式空调 一级能耗 节能静音 香槟金 大3匹 KFR-72LW/BpVHL1N,松下三景专卖店,16998.0,15898.0,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 家用蓄热除霜旗舰柜机冷暖智启立柜式空调 一级能耗 节能静音 香槟金 大3匹 KFR-72LW/BpVHL1N 18735801046 松下三景专卖店 39.0kg 变频 冷暖空调 智能空调，静音空调，合资空调，全直流变频 金色 2匹 一级能效 20-30㎡ 立柜式空调,松下,变频,松下（Panasonic） 家用蓄热除霜旗舰柜机冷暖智启立柜式空调 一级能耗 节能静音 香槟金 大3匹 KFR-72LW/BpVHL1N,,2匹
18559082723,松下(Panasonic)尊铂变频冷暖立式家用智能记忆空调柜机双离子净化自动除霜一级能效 空调大2匹 VH18FL1N/LVH18FL1N,松下优宜融专卖店,16888.0,14098.0,0,100,0,0,0,,松下（Panasonic） 松下(Panasonic)尊铂变频冷暖立式家用智能记忆空调柜机双离子净化自动除霜一级能效 空调大2匹 VH18FL1N/LVH18FL1N 18559082723 松下优宜融专卖店 45.0kg 变频 冷暖空调 2匹 一级能效 30-40㎡ 立柜式空调,松下,变频,松下(Panasonic)尊铂变频冷暖立式家用智能记忆空调柜机双离子净化自动除霜一级能效 空调大2匹 VH18FL1N/LVH18FL1N,,2匹
18560325282,松下(Panasonic)尊睿变频冷暖家用立式空调柜机PM2.5过滤网节能静音智能除霜 空调大3匹 E27FK1/LE27FK1,松下优宜融专卖店,8888.0,8048.0,0,100,0,0,0,,松下（Panasonic） 松下(Panasonic)尊睿变频冷暖家用立式空调柜机PM2.5过滤网节能静音智能除霜 空调大3匹 E27FK1/LE27FK1 18560325282 松下优宜融专卖店 35.0kg 变频 冷暖空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,松下,变频,松下(Panasonic)尊睿变频冷暖家用立式空调柜机PM2.5过滤网节能静音智能除霜 空调大3匹 E27FK1/LE27FK1,,2匹
18562430678,松下(Panasonic)尊逸全直流家用冷暖变频立式空调柜机双离子净化二级能效 JE27FL1N/LJE27FL1N,松下优宜融专卖店,11100.0,11058.0,0,100,0,0,0,,松下（Panasonic） 松下(Panasonic)尊逸全直流家用冷暖变频立式空调柜机双离子净化二级能效 JE27FL1N/LJE27FL1N 18562430678 松下优宜融专卖店 75.0kg 变频 冷暖空调 2匹 二级能效 20-30㎡ 立柜式空调,松下,变频,松下(Panasonic)尊逸全直流家用冷暖变频立式空调柜机双离子净化二级能效 JE27FL1N/LJE27FL1N,,2匹
18562315158,松下(Panasonic)尊逸全直流家用冷暖变频立式空调柜机双离子净化自动除湿静音节能 LXE13KK1,松下优宜融专卖店,11100.0,11058.0,0,100,0,0,0,,松下（Panasonic） 松下(Panasonic)尊逸全直流家用冷暖变频立式空调柜机双离子净化自动除湿静音节能 LXE13KK1 18562315158 松下优宜融专卖店 75.0kg 变频 冷暖空调 2匹 二级能效 20-30㎡ 立柜式空调,松下,变频,松下(Panasonic)尊逸全直流家用冷暖变频立式空调柜机双离子净化自动除湿静音节能 LXE13KK1,,2匹
10914057114,西 奥 多（Theodoor） （单热）立柜式暖空调金暖阳智能遥控商用家用取暖器暖风机 6匹 380V,西奥多老李专卖店,4236.0,3836.0,7,100,7,0,0,制热效果好,西 奥 多（Theodoor） 西 奥 多（Theodoor） （单热）立柜式暖空调金暖阳智能遥控商用家用取暖器暖风机 6匹 380V 10914057114 西奥多老李专卖店 40.0kg 中国大陆 RF-6J-D/Y 变频 冷暖空调 高能效空调 白色 2匹 二级能效 20-30㎡ 立柜式空调,西奥多,变频,西 奥 多（Theodoor） （单热）立柜式暖空调金暖阳智能遥控商用家用取暖器暖风机 6匹 380V,,2匹
